STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090303,15, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090304,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090305,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090313,0,T, ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090314,5, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090315,36, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090316,30, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090317,28, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090318,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090319,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090320,8, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090322,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090323,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090326,15, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090327,81, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090328,160, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090329,33, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090330,0,T, ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090401,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090402,41, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090403,124, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090404,122, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090405,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090406,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090407,46, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090411,51, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090412,84, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090414,119, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090415,20, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090416,107, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090420,81, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090421,287, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090422,30, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090423,18, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090424,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090425,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090426,15, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090427,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090428,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090430,41, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090501,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090502,5, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090503,69, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090504,310, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090505,64, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090506,74, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090507,229, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090508,112, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090522,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090523,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090525,0,T, ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090526,505, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090527,142, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090528,0,T, ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090529,13, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090530,94, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090531,76, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090601,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090602,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090603,28, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090604,518, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090605,183, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090606,119, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090607,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090608,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090609,38, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090610,152, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090611,267, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090612,8, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090613,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090614,5, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090615,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090616,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090617,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090618,79, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090623,0,T, ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090625,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090626,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090629,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090630,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090701,3, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090702,25, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090703,0,T, ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090704,3, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090705,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090706,5, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090707,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090708,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090709,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090710,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090711,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090712,3, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090713,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090714,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090715,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090716,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090717,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090718,13, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090719,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090720,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090721,0,T, ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090722,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090723,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090724,368, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090725,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090726,46, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090727,5, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090729,0,T, ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090730,20, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090801,30, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090802,236, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090803,91, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090804,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090805,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090806,43, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090807,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090808,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090815,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090816,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090817,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090819,5, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090820,107, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090821,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090822,130, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090823,404, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090824,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090825,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090826,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090827,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090828,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090829,104, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090830,28, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090831,38, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090901,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090902,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090903,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090904,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090909,20, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090910,3, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090911,74, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090912,122, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090913,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090914,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090915,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090916,71, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090917,15, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090919,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090920,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090921,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090922,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090923,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090924,20, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090925,13, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090929,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20090930,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091001,3, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091002,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091003,5, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091004,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091005,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091006,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091007,5, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091008,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091009,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091010,8, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091011,3, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091012,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091013,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091014,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091015,25, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091016,201, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091017,300, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091020,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091021,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091022,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091023,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091024,8, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091025,246, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091026,0, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091027,157, , ,N,9999
GHCND:US1VAALC003,ALEXANDRIA 1.8 S VA US,17.1,38.7952,-77.0849,20091028,371, , ,N,9999
